,user_name,user_description,tweets,label,date
167791,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,check reaction video john warner recent podcast talk education writing chatgpt,positiv,2023-02-26 16:26:18+00:00
167821,bruce weinstein phd,forbes contrib opinion own certified virtual presenter speaker ethical leadership online course ethic continuing cpe pdc cme cpa,why smart leader use chatgpt ethically new forbes theethicsguy chatgpt ethic leadership ezraklein,neutral,2023-02-26 16:17:21+00:00
168236,ravindra chaudhari phd,life science business development technical support year phd virology leeds university lover beer cider view,chatgpt rage moment technology useful amp far reaching tool panacea example crochet narwhal thought post crochet artificialintelligence,positiv,2023-02-26 13:38:04+00:00
169487,emily casanova phd,scientist zebra genetics autism ehlersdanlos fragilex evolution assistant professor loyola university new orleans tweet mine,chatgpt reference suggestion article give citation totally awesome article exist internet happened twice article anybody getting this chatgpt making shit weve come troll,positiv,2023-02-26 03:37:29+00:00
169513,bruce weinstein phd,forbes contrib opinion own certified virtual presenter speaker ethical leadership online course ethic continuing cpe pdc cme cpa,smart leader use openais chatgpt amp microsofts bing ethically forbes theethicsguy artificialintelligence chatgpt ethic leadership ethisphere written proud alum neisd nimitzmsneisd swarthmore georgetown wkkelloggfdn,neutral,2023-02-26 03:23:01+00:00
169713,neeti aryal khanal phd,lecturer sociology tribhuvan university nepal feminist researcher committed social justice mother boy knitter foodtherapy endorsement,chatgpt like drunk friend half hears make story tell retell later,neutral,2023-02-26 01:43:15+00:00
169963,tyler seibert phd,radonc cancer scientist ucsandiego quantitative mri genetic risk prediction btsm pcsm,great discussion declangmurphy renueapen wanderinggu guonc takehome hospital admin billers funders run task chatgpt probably mean task worth assigning,neutral,2023-02-25 23:44:16+00:00
170706,nathalie mezzagarcia phd,catawbadez founder seaphiagroup floating architecture digital special economic zone phd alumnus warwickuni startsocieties team,asked chatgpt write bio and say kind dig description partly inaccurate,neutral,2023-02-25 18:26:20+00:00
170904,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,million time powerful bit hard imagine feel free comment send video field affected chatgpt simply time powerful,neutral,2023-02-25 17:22:24+00:00
170976,fabian villalobos phd,randcorporation engineer appetite philosophy tech geopolitics national security martial art literature rts arent endorsement opinion own,chatbots humint ukraine interesting article theeconomist chatgpt,negativ,2023-02-25 17:00:18+00:00
170979,amina yonis phd,academic youtuber edutech founder thepagedr create engaging educational content empower inspire learner purposeled entrepreneur,thread helpful retweet thread share amp follow draminayonis tip academic writing research academicchatter academictwitter phdlife phdchat phdvoice academicchatter researchpaper chatgpt,neutral,2023-02-25 16:59:06+00:00
171329,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,competition chatgpt world the model meta said requires far le computing power previous offering trained language focus latin cyrillic alphabet thanks post peet,positiv,2023-02-25 15:11:08+00:00
171343,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,great story chatgpt good great come great responsibility,negativ,2023-02-25 15:05:13+00:00
171505,david richards phd,cofounder safe scan solution open campus superintendent view own,spends majority working time alone it great having chatgpt thought partner art developing prompt question help ask better question colleague well michiganflc michiganvirtual,neutral,2023-02-25 14:16:04+00:00
171686,emily brook phd,makeademic phd englishdigital humanity toymovable book physical computing digital fabrication sheher,tested prompt chatgpt write arduino code chasing blue orange white light neopixel ring simulated tinkercad circuit gogators,negativ,2023-02-25 13:13:06+00:00
171717,sadaf shallwani phd sadafshallwanimastto,work community createuse knowledge social justice globaldev philanthropy eval earlyed shiftthepower sadafshallwanimastto,whoa dont know this bing chatgpt,negativ,2023-02-25 13:04:28+00:00
172272,fernando machuca phd,phd science france goal enhance world reduce poverty,forbes robert hart chatgpt biggest competition company working rival chatbots microsoft betting big define generation big tech,negativ,2023-02-25 09:22:44+00:00
172307,fernando machuca phd,phd science france goal enhance world reduce poverty,bbc zaria gorvett emotion dreamed chatgpt the idea artificial intelligence develop feeling century usually consider possibility human term,neutral,2023-02-25 09:10:27+00:00
172363,fernando machuca phd,phd science france goal enhance world reduce poverty,microsoft muchmaligned bing integrating open chatgpt technology generate information directly user link directly challenging google undisputed champion search trying innovate google home turf,negativ,2023-02-25 08:49:14+00:00
172391,fernando machuca phd,phd science france goal enhance world reduce poverty,despite hype chatgpt generative overall major practical technical legal challenge overcome tool reach scale robustness reliability established search engine google,negativ,2023-02-25 08:38:36+00:00
173203,yuan chen phd,software engineerapple cloud service cloudcomputing kubernetes opensource tech science life,chatgpt short memory markov model remember word chat forget information quickly test asked chatgpt remember entered long random text asking again forgotten name,negativ,2023-02-25 02:28:50+00:00
173267,wesley fryer phd wfryermastodoncloud,middle school medium literacy teacher day technology fear therapist night edtechsr wsshare cohost cookwithwes pocketshare,welcome culture war giftlink washingtonpost chatgpt concw digiuri medialit,neutral,2023-02-25 02:02:54+00:00
174151,bruce weinstein phd,forbes contrib opinion own certified virtual presenter speaker ethical leadership online course ethic continuing cpe pdc cme cpa,want use chatgpt right way start new forbes column why smart leader use chatgpt ethically ethic chatgpt bard bing microsoft business management compliance leadership future innovation scce thehcca,neutral,2023-02-24 20:44:44+00:00
174237,yanshan wang phd famia,assistant professor research health informatics pitt amia nlp chair clinical nlp medicine adjunct mayo clinic tweet own,important topic higher education glad pitt addressing going you chatgpt implication application faculty panel localist,positiv,2023-02-24 20:16:16+00:00
174410,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,good post mich thank you lot say student learning correlate messaging book how super student interestingly chatgpt enhance student learning well,positiv,2023-02-24 19:25:27+00:00
174875,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,fun amp interesting video comparing chatgpt plus new bing cool difference go ailiteracy push need know tool use best response,neutral,2023-02-24 17:21:33+00:00
175395,matthew hagler phd,clinical psychologist asst prof francismarionu research youth mentoring ama academia regional state university opinion,fwiw chatgpt gave incorrect answer def dont ask turn right respondent turn card upside response phase examiner gently remind turn standard orientation continuing,neutral,2023-02-24 15:07:10+00:00
175534,hello phd,podcast exploring human science life lab science training hard youre alone join conversation,week show invite good friend chatgpt discus time management strategy grad student,neutral,2023-02-24 14:26:28+00:00
175612,agnese sampietro phd,assistant professor spanish linguistics ujiuniversitat research emojis pragmatic multimodality mobile medium whatsapp discourseanalysis,chatgpt soon tool weaponize mi disinformation woman msmagazine,positiv,2023-02-24 14:03:28+00:00
175734,linchi kwok phd,professor calpolypomona socialmedia marketing hospitality management,chatgpt good help writing cover letter useful think chatgpt you jobsearch job job market techtrend trending technology hrm work,positiv,2023-02-24 13:24:00+00:00
175763,berci mesk phd,director medical futurist institute science fiction fanatic health tracker mission bring future technology healthcare digitalhealth,tool like chatgpt tricked answering question programmed answer method called dan openai actively working dan chatgpt tricked tried,neutral,2023-02-24 13:15:11+00:00
175911,fernando machuca phd,phd science france goal enhance world reduce poverty,leader the tech war bloomberg china prepares police chatgpt frenzy spread beijing considering rule regulate burgeoning industry chatgpt captivated user firm washington beijing,positiv,2023-02-24 12:32:29+00:00
176056,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,interesting major company calling chatgpt regulation,negativ,2023-02-24 11:40:39+00:00
176062,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,chatgpt news china investment exceed billion second country account nearly global investment,positiv,2023-02-24 11:35:21+00:00
176106,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,sharplm yes need right way report read said current hallucination idea use additional check answer giving output now require chatgpt provide intext citation amp reference list check,neutral,2023-02-24 11:20:19+00:00
176116,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,interesting article chatgpts use court case thank sharing anna raise issue needing debate ethical use extremely important issue ailiteracy need critical thinking,negativ,2023-02-24 11:10:28+00:00
176203,kamaria porter phd,sheher chair michelle yeoh oscar campaign assistant professor education policy study,policing chatgpt academic publishing impossible long success dictated parameter demand quantity speed contribution policy impact there research academictwitter chatgpt,positiv,2023-02-24 10:28:39+00:00
176392,alison doughty phd,building excitement innovation health pharma community follow news story education web blockchain digitalhealth metaverse,fascinating article harvard business review latest chat platform leverage behavioral science generate personalised audience messaging resonates chatgpt openai behaviouralscience behaviourchange,neutral,2023-02-24 09:15:00+00:00
176501,fabio tampalini phd,cofounder ceo railabsrl contract professor robotics unibsofficial entrepreneur,latest robotics amp innovation wold thanks geekwire automationcom macrumors chatgpt robotics,negativ,2023-02-24 08:20:10+00:00
176928,prof nilesh kumar sharma phd,professor researcher philosopher ideator thinker dpu pune india cancer biomarker therapeutic startup nail metabopsy diagnostic,forced human learn reducestop use mechanical force reducestop use sensory organ eye etc reducestop use calculativeanalytical power chatgpt reducer human write,neutral,2023-02-24 04:54:45+00:00
176936,prof nilesh kumar sharma phd,professor researcher philosopher ideator thinker dpu pune india cancer biomarker therapeutic startup nail metabopsy diagnostic,machine learning forced human learn reducestop mechanical workforce reducestop use sensory organ eye etc reducestop use calculativeanalytical power chatgpt reducerstop human write next,neutral,2023-02-24 04:48:05+00:00
177851,damodar sahu phd,ecosystem partnership wipro philanthropist muliasmarak bhartiyasevaratnaaward startupmentorworld peace ambassadortweets strictly personal,hurray chatgpt know damodarsahu wipro muliasmarak startupindia startupodisha philanthropist odishaml worldpeace muliasmarak startupodisha odiasinml,neutral,2023-02-23 22:30:10+00:00
177864,damodar sahu phd,ecosystem partnership wipro philanthropist muliasmarak bhartiyasevaratnaaward startupmentorworld peace ambassadortweets strictly personal,hurray chatgpt know damodarsahu wipro muliasmarak startupindia startupodisha philanthropist odishaml worldpeace muliasmarak odias machine learning startup odisha,positiv,2023-02-23 22:27:04+00:00
178126,adetokunbo phd,economist actively seeking opportunity outside academia hehim view,tried chatgpt yesterday spinechilling,negativ,2023-02-23 20:40:02+00:00
178388,darin eich phd,innovation author speaker design thinking facilitator leadership program developer founder,video demonstrate use tool like dalle midjourney create image idea read chatgpt artificialintelligence designthinking,positiv,2023-02-23 19:13:14+00:00
178399,flo falayi phd acc cpc pmp,leadership psychologist executive coach,future writing world artificial intelligence chatgpt spencerideas author writing,positiv,2023-02-23 19:08:53+00:00
178480,eduardo ramos phd,actuarial data science researcher python rstats tensorflow,chatgpt python,negativ,2023-02-23 18:52:00+00:00
178817,kiplangat ngeno phd,degree doctor phd wageningen university netherlands master science egerton university,got msc student chatgpt writing proposal best punishment,positiv,2023-02-23 17:29:23+00:00
178902,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,biblioracle agree that remember chatgpt different way flexable tool,positiv,2023-02-23 17:06:37+00:00
178972,jeanlouis amat phd,economic development industry markterr fren talk innovation physic digital deeptech startup started personal account,already posted this replace machine learning algorithm chatgpt stand understanding language garymarcus,negativ,2023-02-23 16:47:03+00:00
179212,pragyansmita nayak paul phd,chief data scientist hvfederal sharing experience interest exploring art science datascience sheherviews own,promising chatgpt generativeai definitely aidtool ignored use caution adequate humanaugmentation key mantra military usage,negativ,2023-02-23 15:53:00+00:00
179252,fernando machuca phd,phd science france goal enhance world reduce poverty,and nvidia show sign losing lead generative explodes tool like chatgpt after all nvidia supplied technology early pioneer,positiv,2023-02-23 15:43:09+00:00
179509,fernando machuca phd,phd science france goal enhance world reduce poverty,the technology potential upend software development particularly acute microsoft corp incorporating chatgpt bing search engine earlier incorporated openai technology copilot writing code,negativ,2023-02-23 14:45:22+00:00
179534,fernando machuca phd,phd science france goal enhance world reduce poverty,the technology known generative pioneered openai lab chatgpt writing dalle visual illustration generator,positiv,2023-02-23 14:38:13+00:00
179659,fernando machuca phd,phd science france goal enhance world reduce poverty,arstechnica ron amadeo chatgptstyle search represents cost increase google microsoft google hint chatbot search engine cut profit,positiv,2023-02-23 14:06:17+00:00
179730,fernando machuca phd,phd science france goal enhance world reduce poverty,that said disruptive risk come plenty time before google strong defense based chatgpt wild growth conversational sticky content steroid,negativ,2023-02-23 13:51:13+00:00
179771,rodney rohde phd doc,dad husband christian microbio prof mentor wesaveliveseveryday beabobcat gospursgo author lab life txst bobcatfamily tweet,scientist allowed use chatgpt write research paper report and properly cited thought alongside others,neutral,2023-02-23 13:40:03+00:00
179831,fernando machuca phd,phd science france goal enhance world reduce poverty,vice ernie smith google bing chat going change search forever you assuredly heard lot disruptive potential chatgptlike conversational google bing,positiv,2023-02-23 13:25:34+00:00
181229,debyani chakravarty phd,oncokb lead scientist mskpathology assistant member sloankettering cancer biologist mother wife jpaynewrites daughter sister tweet mine,holy smoke discovered chatgpt,negativ,2023-02-23 05:11:22+00:00
181452,amanda meyer phd fhea,bschons phd fhea anatomist educator anated researcher farmer anzaca council amandadr meyersheher ally pronounced,asked chatgpt thought issue facing modern anatomist listed,negativ,2023-02-23 03:18:07+00:00
181902,muhammad ibrahim rashid sherkoti phd afhea,scientist birth self proclaimed intelligentsia academic entrepreneur blogger assist prof biotech vupakistan,academictwitter ive confession ive chatgpt write recommendation student academia,negativ,2023-02-23 13:33:07+00:00
182019,darin eich phd,innovation author speaker design thinking facilitator leadership program developer founder,video demonstrate use tool like dalle midjourney create image idea read chatgpt artificialintelligence designthinking,positiv,2023-02-22 23:28:17+00:00
182049,hlanne phd,account hot mess hla immunogenetics abo transplant healthcare laboratory medicine education politics yeg sheher living kidney donor,know chatgpt cant run diagnostic clinical laboratory test help diagnose treat symptom wearelab labvocate withoutthelabyouareguessing csmls ahsapl ashihq aacc,negativ,2023-02-22 23:14:13+00:00
182300,jorge guerra pires phd,independent writerresearcher phd cursosdeprogra biomathematic jovempesquisa imagination important knowledge einstein,uploaded paper fun bioinformatics artificialintelligence chatgpt chatgpt play medical doctor start consider future medicine,neutral,2023-02-22 21:47:16+00:00
183067,robert siegmund phd mba,biopharma real world data business development market research analytics oncology competitive intelligence phd genetics mba lb,ideapharma interesting generative tool art midjourney text chatgpt answer best try reason argue them slip cliff,positiv,2023-02-22 17:40:30+00:00
183256,thomas parson phd,professor innovation clinical education simulation science immersive technology asu patent eharmony neuropsychology cyberpsychology veteran,begin chatgpt launch boom aiwritten ebooks amazon,negativ,2023-02-22 16:54:10+00:00
183801,jorge guerra pires phd,independent writerresearcher phd cursosdeprogra biomathematic jovempesquisa imagination important knowledge einstein,upcoming live discussing nicolabragazzi chatgpt role medicine please let know interest artificalintelligence chatgpt machinelearning medicine bioinformatics,negativ,2023-02-22 15:22:30+00:00
184108,raszewski phd,tweet political economy oilgas londonbased academic researcher viewsopinions own rtinteresting,jpmorgan currently restricting chatbot use digitalization chatgpt,negativ,2023-02-22 14:03:03+00:00
184119,berci mesk phd,director medical futurist institute science fiction fanatic health tracker mission bring future technology healthcare digitalhealth,tool like chatgpt generate assignment submitted course started platform check given text aigenerated case want use similar tool are,positiv,2023-02-22 14:00:28+00:00
184477,wesley fryer phd wfryermastodoncloud,middle school medium literacy teacher day technology fear therapist night edtechsr wsshare cohost cookwithwes pocketshare,absolutely mind blowing sunday special episode hard fork podcast kevinroose describes multihour counseling session chatgpt bing casey newton emergent agi exaggeration startling amp alarming,positiv,2023-02-22 12:02:34+00:00
184588,phd hertie school,phd research news thehertieschool doctoral programme governance joint doctoral programme dynamicsphd scriptsberlin bseberlin,chatgpt read insightful blog hertiephd simona stockreiter tool disrupts academic thinking practice help define role academic thehertieschool phdchat,neutral,2023-02-22 11:22:57+00:00
184613,terry whitmell phd she her hers,curious educator thinker doer retired principal peel dsb near north dsb sessional instructor ontario tech university,played chatgpt research themselves promoted superintendent tdsb associate professor oise wish true,neutral,2023-02-22 11:13:58+00:00
184921,vyvyan evans phd,fiction nonfiction author awardwinning writing nature language mind impact technology language future communication,use aigenerated plagiarism force legendary scifi magazine clarkesworld suspend submission science catching fiction pas turing test chatgpt writingcommunity,positiv,2023-02-22 09:32:55+00:00
184939,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,interested people perception this understand initial negative reaction thinking through dont chatgpt tool help need situation bad thing love hear thought,negativ,2023-02-22 09:22:51+00:00
185013,jorge abreu vicente phd,astrophysicist machine learning developer embo science communicator father,heard chatgpt wondering come from wonderful extensive review nlp transfromers bert gpt great starting point,negativ,2023-02-22 08:46:58+00:00
185059,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,competition market microsoft google amazon let hope free feature capability come chatgpt ai,neutral,2023-02-22 08:26:07+00:00
185061,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,excellent writeup actually chatgpt classroom the thing apparent exercise student chatgpt jumping policy conclusion researching policy meant address,positiv,2023-02-22 08:24:05+00:00
185077,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,great article give optimism overcoming current limiting issue chatgpt mitigate challenge hallucination propose multimodalcot incorporates language text vision image modality thank lior post,positiv,2023-02-22 08:16:14+00:00
185169,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,drlancaster sound interesting provide link available video topic academicintegrity chatgpt help,neutral,2023-02-22 07:33:16+00:00
185178,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,great article thank mich good point mind ensure student know chatgpt the good stringing sentence simply seen doesn understand themit tell what why,neutral,2023-02-22 07:29:18+00:00
185393,amanda meyer phd fhea,bschons phd fhea anatomist educator anated researcher farmer anzaca council amandadr meyersheher ally pronounced,asked chatgpt list good rule behaviour gross anatomy laboratory student,neutral,2023-02-22 05:33:50+00:00
185523,wesley fryer phd wfryermastodoncloud,middle school medium literacy teacher day technology fear therapist night edtechsr wsshare cohost cookwithwes pocketshare,microsoft lobotomized aipowered bing chat fan aren happy arstechnica chatgpt bing medialit edtechsr,negativ,2023-02-22 04:25:04+00:00
185542,wesley fryer phd wfryermastodoncloud,middle school medium literacy teacher day technology fear therapist night edtechsr wsshare cohost cookwithwes pocketshare,scifi real renowned magazine close submission writer arstechnica edtechsr medialit chatgpt,negativ,2023-02-22 04:16:44+00:00
185739,animixar phd,web investor data understand world share biased analysis world financial advisor tweetsrts endorsement,small green pepey lived tranquil pond pepey known astute business acumen uncanny ability read market trend spent day pouring financial news amp analyzing stock chatgpt midjourney gmx trading nft arbitrum,neutral,2023-02-22 02:41:40+00:00
185893,vahid armani phd,health innovation postdoc fellow novel method improving clinical assessment diagnosis neuromusculoskeletal disorder university alberta,asked chatgpt modic change associated lbp response,negativ,2023-02-21 16:03:25+00:00
186250,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,video react elon musk comment chatgpt education given world government summit reaction,neutral,2023-02-18 15:09:40+00:00
186254,helen papagiannis phd,augmentedreality pioneer latest commission louisvuitton sothebys auction wef metaverse augmented human author,excited giving private keynote microsoft week chatgpt you like book speaker moderator event thelavinagency augmentedreality,positiv,2023-02-18 15:08:24+00:00
186846,daniel khoshnoudirad phd,interested tech mission programming language sql dev cpp python java php linux tech aws devops cyber mysql typescript,tested code doubt people tested chatgpt result given chatgpt false thats true test gave reply newfunc kind immutable guess newfunc point memory address,positiv,2023-02-17 14:59:49+00:00
187010,yuan chen phd,software engineerapple cloud service cloudcomputing kubernetes opensource tech science life,openai official blog how system behave decide summarizes chatgpt behavior shaped plan improving behavior allowing user customization getting public input decisionmaking,negativ,2023-02-17 14:27:06+00:00
187149,based bear phd,loving husband individualist biology enjoyer datasexual beard enthusiast government daddy,predict month people start cult worship people start butlerian jihad destroy people lobbying equal right chatgpt,positiv,2023-02-17 14:00:08+00:00
187582,fernando machuca phd,phd science france goal enhance world reduce poverty,today changed microsoft icon american technology helped startup openai usher experimental chatbot chatgpt world,neutral,2023-02-17 12:11:06+00:00
187603,fernando machuca phd,phd science france goal enhance world reduce poverty,nyt yuan china didn invent chatgpt the state hardening censorship heavier hand held tech industry entrepreneur reluctance invest long term wasn way,neutral,2023-02-17 12:04:12+00:00
188342,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,early access user new chatgpt enabled bing search engine asked crazy question dolphin brain fit hotel room answer funny give insight bingchatgpt work like citation provided,neutral,2023-02-17 08:27:57+00:00
188913,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,interesting recent study chatgpt education recent study find percent professional use tool including chatgpt workrelated task majority nearly onethird letting bos know,positiv,2023-02-17 04:56:56+00:00
189670,johanndavinci phd whens stimy check,hmm tweet brought bifocals bitttccc skrrrtt,draggin chatgpt johann decided right source fake news nytimes collab google slant microsoft hmmm kevinroose determine yourself,neutral,2023-02-16 23:30:27+00:00
189689,fernando machuca phd,phd science france goal enhance world reduce poverty,experiment chatgpt create audiencetailored version communication resonate clash group,positiv,2023-02-16 23:22:44+00:00
189694,phd enroute,phd enroute share route academician early researcher doctorate school thing phd post doctorate,chatgpt priority phdlife phdone phdvoice research research,negativ,2023-02-16 23:20:12+00:00
189703,fernando machuca phd,phd science france goal enhance world reduce poverty,hbr christopher graf generative help tailor messaging specific audience artificial intelligence tool openai chatgpt effective empathy assistant,neutral,2023-02-16 23:17:30+00:00
189944,jeanlouis amat phd,economic development industry markterr fren talk innovation physic digital deeptech startup started personal account,sorry bill afraid cant that bing chatgpt llm hal,negativ,2023-02-16 21:58:34+00:00
190013,benjaminhccarrhachydermio phd,benjaminhccarrhachydermio ecology ocean scientist sci hpc noaa aaa nsfgk whoi aelosu phdbugrs ugcornellcals tweet,amazon warns employee share confidential information chatgpt seeing case answer closely match existing material inside company snippet text generated openais tool looked lot like company secret,positiv,2023-02-16 21:38:02+00:00
190016,pragyansmita nayak paul phd,chief data scientist hvfederal exploring art science datascience federaldata sheherviews own,share chatgpt fun love course biased now,negativ,2023-02-16 21:37:31+00:00
190436,april khademi phd peng,associate prof bme torontomet image analysis medicine lab iamlab uofttcairem unityhealthto ibestresearch build algorithm medical image,system behave decide openai soliciting feedback researcher community shape new tool chatgpt openai,neutral,2023-02-16 19:22:24+00:00
190688,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,turnit make big announcement chatgpt able start detecting text success rate april,negativ,2023-02-16 18:16:49+00:00
190783,melanie peacock phd mba fcphr shrmscp,transforming life pragmatic learning opportunity practicesspeaker consultant published author wife mom kidults dogviews,chatgpt mean excellent insight shared hrdcanada innovation technology,negativ,2023-02-16 17:55:04+00:00
190972,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,short news video interesting actually balanced news chatgpt instead negative focusing banning school allowing use reminds people learning,neutral,2023-02-16 17:08:03+00:00
190996,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,smokeawayyy yes thats like microsoft bing demonstration presenter appeared saying actually word faster better current chatgpt gpt,positiv,2023-02-16 17:04:10+00:00
191024,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,great chatgptai article thank neil want teach academic skill personal developmentcritical thinking process reasoning amp problemsolving intimately intertwined factual knowledge stored longterm memory,neutral,2023-02-16 17:00:40+00:00
191079,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,drlancaster yes chatgpt well limited information,neutral,2023-02-16 16:49:51+00:00
191164,rasel rana web linkedin researcher,available provide lead generation linkedin lead collection targeted email list data entry service bleads digitalmarketing emaillists,highly targeted valid email list cold emailing intensely quickly let work together contact mwc seekmasculinity socialmedia day chatgpt bing bingai artificialintelligence mwc search technews,negativ,2023-02-16 16:26:58+00:00
191183,robert siegmund phd mba,biopharma real world data business development market research analytics oncology competitive intelligence phd genetics mba lb,adrianoaguzzi dont love chatgpt way sheit know swiss law obligation heart,neutral,2023-02-16 16:21:36+00:00
191254,jason moore phd,chair department computational biomedicine cedarssinai medical center los angeles informatician data scientist atari enthusiast fsu umich grad,surprised arent device software verbal exchange chatgpt setup like chatgpt chatbot,positiv,2023-02-16 16:03:11+00:00
191803,freddy nguyen phd,mdphd physicianscientist innovator mit dartmouth fellow beckmanfnd mithackmed apsa founder ricealumnimed ricealumni mountsinainyc,leo celi chatgpt amp medicine it success demonstrates shortcoming train amp evaluate med student critical thinking requires appreciation ground truth medicine continually shift amp understanding amp shift,negativ,2023-02-16 14:05:58+00:00
191972,darin eich phd,innovation author speaker design thinking facilitator leadership program developer founder,use artificial intelligence ideation helper chatgpt tool develop idea visual rough prototype describe read chatgpt artificialintelligence designthinking,neutral,2023-02-16 13:17:15+00:00
192003,berci mesk phd,director medical futurist institute science fiction fanatic health tracker mission bring future technology healthcare digitalhealth,age chatgpt taken internet storm aipowered avatar creator norm creating profile picture it secret core digital life however despite widespread use,negativ,2023-02-16 13:10:57+00:00
192170,unpredictable phd,serve purpose kill boredom love hypocrite bornidiots,jonathanthony ryderwithawhy chatgpt missed electricity tariff increase announcement,neutral,2023-02-16 12:24:06+00:00
192222,sadaf shallwani phd sadafshallwanimastto,work community createuse knowledge social justice globaldev philanthropy eval earlyed shiftthepower sadafshallwanimastto,make lot good point chatgpt,neutral,2023-02-16 12:10:37+00:00
192293,tim pavlick phd,exploring pattern product design attention cognitive ecosystem holistic,generative language model come age importance combining topdown amp bottomup cognitive process clearer example protein folding amp human text analysis shown promise chatgpt proteinfolding,positiv,2023-02-16 11:48:12+00:00
192701,alison doughty phd,building excitement innovation health pharma community follow news story education web blockchain digitalhealth metaverse,chatgpt performance substantial step forward google search online symptom checker chatgpt healthai,negativ,2023-02-16 09:15:01+00:00
192924,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,totally near future general us chatgpt wolfram alfa best result,positiv,2023-02-16 07:35:26+00:00
193230,fernando machuca phd,phd science france goal enhance world reduce poverty,msn businessinsider taiyler simone mitchell elon musk cofounded company chatgpt he warning unregulated come great danger,neutral,2023-02-16 05:07:59+00:00
193241,fernando machuca phd,phd science france goal enhance world reduce poverty,but moment chatgpt should caution enterprise business setting said,neutral,2023-02-16 04:58:53+00:00
193244,julie lindsay phd,senior education technology advisor university southern queensland global collaborator author innovator techdemcop,balancing shift podcast lisajacka unisqaus latest episode talking rian roux chatgpt highereducation chatgpt artificialintelligence highered,positiv,2023-02-16 04:58:16+00:00
193247,fernando machuca phd,phd science france goal enhance world reduce poverty,chatgpt tremendous step forward generative said referring algorithmic software designed tap giant store data create unique output based user prompt,positiv,2023-02-16 04:55:27+00:00
193262,fernando machuca phd,phd science france goal enhance world reduce poverty,ultracondensed knowledge wsj angus loten business technology chief question chatgpt readiness enterprise the generative chatbot spectacularly wrong executive say good rote task present,neutral,2023-02-16 04:45:39+00:00
193330,amanda meyer phd fhea,bschons phd fhea anatomist educator anated researcher farmer anzaca council amandadr meyersheher ally pronounced,email later dont know award pasted application chatgpt replied thanks acknowledgement support chatgpt,negativ,2023-02-16 04:11:55+00:00
193419,caleb isaac phd,tweet thought let love human software,chatgpt predicting bitcoin crypto price year thread dan hack,positiv,2023-02-16 03:25:32+00:00
193453,darin eich phd,innovation author speaker design thinking facilitator leadership program developer founder,video demonstrate use tool like dalle midjourney create image idea read chatgpt artificialintelligence designthinking,positiv,2023-02-16 03:07:35+00:00
193492,robert khoury phd,philosophy begin wonder the laughing philosopher podcast,sound human human bing chatgpt bard thursday thursdaythoughts microsoftbing microsoft googlebard,positiv,2023-02-16 02:47:51+00:00
193561,natarajan ganesan phd,scientist entrepreneur educator tweet fleeting opinion retweets endorsement,bing gotten good search let chat feature allows segue chatstyle search research topic scientific chat helpful reference provided statement made guess it chatgpt thats mess,positiv,2023-02-16 02:05:18+00:00
193742,caleb isaac phd,tweet thought let love human software,automated formal proof future programming chatgpt that it optimized decentralized doesnt allow formal proof which prof statement mathematically logic code,negativ,2023-02-16 00:26:36+00:00
193919,nancy smyth phd lcsw,professor ubssw recovering deanshipfuturestech social goodequitypandemicaltered world view mineshehers social link,michellehuang threadreaderapp unroll swtech chatgpt,neutral,2023-02-15 23:25:23+00:00
194355,jack castonguay phd cpa,accounting prof zarbschool surgent jmu alumnus utk phd vapshs fellow dog dad gatsby feeny opinion expressed,thought chatgpt mean accounting industry worry societally expansion adoption,neutral,2023-02-15 20:49:36+00:00
194910,micah shippee phd,director education technology consulting solution samsungedu cofounder readylearner author wanderlustedu realitybytes,this future said mrpiercey describes chatgpt educator havent figured best way use artificial intelligence yet it coming want not,positiv,2023-02-15 18:09:04+00:00
