,0
9649,neutral
9650,approval
9651,realization
9652,curiosity
9653,disapproval
9654,neutral
9655,neutral
9656,neutral
9657,approval
9658,neutral
9659,confusion
9660,neutral
9661,neutral
9662,neutral
9663,curiosity
9664,neutral
9665,realization
9666,admiration
9667,approval
9668,approval
9669,admiration
9670,curiosity
9671,neutral
9672,neutral
9673,neutral
9674,neutral
9675,desire
9676,neutral
9677,neutral
9678,approval
9679,neutral
9680,neutral
9681,realization
9682,neutral
9683,gratitude
9684,excitement
9685,excitement
9686,neutral
9687,approval
9688,approval
9689,neutral
9690,neutral
9691,approval
9692,joy
9693,confusion
9694,neutral
9695,neutral
9696,joy
9697,neutral
9698,neutral
9699,neutral
9700,realization
9701,gratitude
9702,realization
9703,neutral
9704,joy
9705,neutral
9706,pride
9707,neutral
9708,realization
9709,admiration
9710,excitement
9711,approval
9712,neutral
9713,desire
9714,neutral
9715,neutral
9716,excitement
9717,curiosity
9718,approval
9719,approval
9720,neutral
9721,caring
9722,neutral
9723,neutral
9724,caring
9725,approval
9726,neutral
9727,approval
9728,disapproval
9729,joy
9730,admiration
9731,confusion
9732,optimism
9733,neutral
9734,surprise
9735,neutral
9736,curiosity
9737,annoyance
9738,admiration
9739,amusement
9740,neutral
9741,neutral
9742,neutral
9743,neutral
9744,approval
9745,neutral
9746,fear
9747,neutral
9748,neutral
9749,admiration
9750,curiosity
9751,admiration
9752,neutral
9753,approval
9754,realization
9755,realization
9756,approval
9757,neutral
9758,neutral
9759,curiosity
9760,realization
9761,fear
9762,disapproval
9763,neutral
9764,neutral
9765,neutral
9766,approval
9767,neutral
9768,neutral
9769,confusion
9770,curiosity
9771,neutral
9772,admiration
9773,curiosity
9774,realization
9775,desire
9776,caring
9777,admiration
9778,surprise
9779,neutral
9780,admiration
9781,curiosity
9782,neutral
9783,curiosity
9784,neutral
9785,confusion
9786,neutral
9787,neutral
9788,approval
9789,curiosity
9790,disgust
9791,realization
9792,neutral
9793,neutral
9794,excitement
9795,approval
9796,neutral
9797,disgust
9798,admiration
9799,amusement
9800,admiration
9801,admiration
9802,admiration
9803,admiration
9804,realization
9805,confusion
9806,approval
9807,neutral
9808,neutral
9809,approval
9810,neutral
9811,approval
9812,approval
9813,confusion
9814,realization
9815,neutral
9816,admiration
9817,realization
9818,neutral
9819,neutral
9820,curiosity
9821,admiration
9822,excitement
9823,excitement
9824,approval
9825,neutral
9826,realization
9827,curiosity
9828,neutral
9829,neutral
9830,realization
9831,neutral
9832,disapproval
9833,gratitude
9834,neutral
9835,approval
9836,curiosity
9837,optimism
9838,disappointment
9839,approval
9840,curiosity
9841,approval
9842,approval
9843,realization
9844,approval
9845,neutral
9846,admiration
9847,approval
9848,curiosity
9849,neutral
9850,approval
9851,approval
9852,neutral
9853,curiosity
9854,joy
9855,neutral
9856,curiosity
9857,approval
9858,admiration
9859,realization
9860,neutral
9861,admiration
9862,gratitude
9863,approval
9864,neutral
9865,neutral
9866,neutral
9867,approval
9868,excitement
9869,excitement
9870,excitement
9871,admiration
9872,gratitude
9873,neutral
9874,disappointment
9875,admiration
9876,disapproval
9877,realization
9878,realization
9879,neutral
9880,neutral
9881,approval
9882,neutral
9883,neutral
9884,neutral
9885,joy
9886,admiration
9887,neutral
9888,realization
9889,admiration
9890,admiration
9891,realization
9892,admiration
9893,realization
9894,neutral
9895,admiration
9896,neutral
9897,neutral
9898,realization
9899,approval
9900,neutral
9901,curiosity
9902,neutral
9903,curiosity
9904,neutral
9905,disapproval
9906,amusement
9907,neutral
9908,approval
9909,realization
9910,neutral
9911,approval
9912,approval
9913,curiosity
9914,neutral
9915,excitement
9916,admiration
9917,neutral
9918,realization
9919,admiration
9920,realization
9921,neutral
9922,joy
9923,neutral
9924,approval
9925,joy
9926,neutral
9927,admiration
9928,neutral
9929,fear
9930,neutral
9931,amusement
9932,admiration
9933,approval
9934,neutral
9935,neutral
9936,neutral
9937,approval
9938,neutral
9939,neutral
9940,admiration
9941,neutral
9942,admiration
9943,approval
9944,neutral
9945,curiosity
9946,surprise
9947,fear
9948,annoyance
9949,realization
9950,neutral
9951,curiosity
9952,approval
9953,optimism
9954,neutral
9955,curiosity
9956,neutral
9957,admiration
9958,neutral
9959,neutral
9960,neutral
9961,realization
9962,admiration
9963,neutral
9964,neutral
9965,neutral
9966,curiosity
9967,neutral
9968,admiration
9969,realization
9970,admiration
9971,neutral
9972,admiration
9973,neutral
9974,realization
9975,excitement
9976,optimism
9977,confusion
9978,realization
9979,caring
9980,neutral
9981,curiosity
9982,neutral
9983,realization
9984,approval
9985,neutral
9986,admiration
9987,approval
9988,neutral
9989,excitement
9990,neutral
9991,amusement
9992,neutral
9993,curiosity
9994,curiosity
9995,approval
9996,neutral
9997,neutral
9998,love
9999,admiration
10000,surprise
10001,realization
10002,neutral
10003,realization
10004,sadness
10005,fear
10006,admiration
10007,surprise
10008,optimism
10009,admiration
10010,optimism
10011,optimism
10012,annoyance
10013,admiration
10014,curiosity
10015,realization
10016,neutral
10017,approval
10018,neutral
10019,excitement
10020,neutral
10021,caring
10022,neutral
10023,neutral
10024,neutral
10025,neutral
10026,gratitude
10027,amusement
10028,admiration
10029,neutral
10030,admiration
10031,curiosity
10032,approval
10033,approval
10034,curiosity
10035,neutral
10036,amusement
10037,approval
10038,neutral
10039,neutral
10040,love
10041,approval
10042,neutral
10043,neutral
10044,approval
10045,disapproval
10046,neutral
10047,approval
10048,annoyance
10049,neutral
10050,surprise
10051,neutral
10052,neutral
10053,realization
10054,admiration
10055,realization
10056,realization
10057,approval
10058,approval
10059,joy
10060,caring
10061,excitement
10062,curiosity
10063,annoyance
10064,amusement
10065,neutral
10066,neutral
10067,surprise
10068,neutral
10069,caring
10070,approval
10071,caring
10072,neutral
10073,neutral
10074,admiration
10075,approval
10076,neutral
10077,admiration
10078,neutral
10079,admiration
10080,neutral
10081,neutral
10082,neutral
10083,neutral
10084,admiration
10085,confusion
10086,admiration
10087,approval
10088,neutral
10089,excitement
10090,caring
10091,neutral
10092,neutral
10093,neutral
10094,realization
10095,confusion
10096,optimism
10097,amusement
10098,neutral
10099,surprise
10100,curiosity
10101,disappointment
10102,neutral
10103,approval
10104,surprise
10105,admiration
10106,love
10107,admiration
10108,caring
10109,approval
10110,neutral
10111,optimism
10112,realization
10113,admiration
10114,admiration
10115,approval
10116,neutral
10117,neutral
10118,neutral
10119,neutral
10120,gratitude
10121,curiosity
10122,curiosity
10123,neutral
10124,disapproval
10125,realization
10126,realization
10127,neutral
10128,admiration
10129,amusement
10130,approval
10131,neutral
10132,caring
10133,approval
10134,curiosity
10135,neutral
10136,neutral
10137,curiosity
10138,curiosity
10139,surprise
10140,approval
10141,surprise
10142,remorse
10143,neutral
10144,approval
10145,neutral
10146,admiration
10147,neutral
10148,amusement
10149,gratitude
10150,admiration
10151,approval
10152,excitement
10153,neutral
10154,admiration
10155,excitement
10156,admiration
10157,approval
10158,admiration
10159,neutral
10160,neutral
10161,curiosity
10162,curiosity
10163,surprise
10164,neutral
10165,surprise
10166,admiration
10167,joy
10168,approval
10169,neutral
10170,realization
10171,approval
10172,caring
10173,neutral
10174,joy
10175,neutral
10176,curiosity
10177,neutral
10178,gratitude
10179,neutral
10180,curiosity
10181,gratitude
10182,neutral
10183,confusion
10184,approval
10185,neutral
10186,neutral
10187,admiration
10188,curiosity
10189,neutral
10190,neutral
10191,neutral
10192,neutral
10193,joy
10194,anger
10195,curiosity
10196,fear
10197,approval
10198,gratitude
10199,caring
10200,approval
10201,approval
10202,confusion
10203,confusion
10204,neutral
10205,approval
10206,neutral
10207,neutral
10208,approval
10209,curiosity
10210,approval
10211,pride
10212,desire
10213,amusement
10214,neutral
10215,neutral
10216,optimism
10217,annoyance
10218,neutral
10219,neutral
10220,neutral
10221,neutral
10222,neutral
10223,fear
10224,neutral
10225,confusion
10226,confusion
10227,surprise
10228,gratitude
10229,optimism
10230,excitement
10231,curiosity
10232,realization
10233,neutral
10234,realization
10235,neutral
10236,neutral
10237,optimism
10238,neutral
10239,curiosity
10240,neutral
10241,neutral
10242,neutral
10243,curiosity
10244,neutral
10245,neutral
10246,neutral
10247,realization
10248,neutral
10249,neutral
10250,confusion
10251,realization
10252,confusion
10253,gratitude
10254,caring
10255,neutral
10256,annoyance
10257,neutral
10258,joy
10259,neutral
10260,excitement
10261,realization
10262,neutral
10263,approval
10264,neutral
10265,neutral
10266,realization
10267,surprise
10268,neutral
10269,neutral
10270,neutral
10271,disapproval
10272,curiosity
10273,curiosity
10274,realization
10275,realization
10276,joy
10277,neutral
10278,neutral
10279,neutral
10280,approval
10281,admiration
10282,neutral
10283,neutral
10284,curiosity
10285,approval
10286,neutral
10287,admiration
10288,disappointment
10289,admiration
10290,realization
10291,neutral
10292,neutral
10293,neutral
10294,curiosity
10295,approval
10296,curiosity
10297,admiration
10298,approval
10299,realization
10300,realization
10301,neutral
10302,neutral
10303,neutral
10304,neutral
10305,neutral
10306,approval
10307,excitement
10308,curiosity
10309,neutral
10310,amusement
10311,love
10312,sadness
10313,neutral
10314,realization
10315,neutral
10316,caring
10317,neutral
10318,realization
10319,approval
10320,disapproval
10321,neutral
10322,neutral
10323,approval
10324,realization
10325,realization
10326,neutral
10327,neutral
10328,neutral
10329,curiosity
10330,curiosity
10331,approval
10332,excitement
10333,neutral
10334,confusion
10335,neutral
10336,neutral
10337,neutral
10338,neutral
10339,disapproval
10340,approval
10341,neutral
10342,approval
10343,realization
10344,neutral
10345,curiosity
10346,neutral
10347,neutral
10348,annoyance
10349,admiration
10350,neutral
10351,neutral
10352,neutral
10353,neutral
10354,excitement
10355,curiosity
10356,gratitude
10357,approval
10358,neutral
10359,admiration
10360,optimism
10361,approval
10362,realization
10363,confusion
10364,amusement
10365,neutral
10366,admiration
10367,admiration
10368,curiosity
10369,love
10370,curiosity
10371,realization
10372,realization
10373,neutral
10374,gratitude
10375,approval
10376,approval
10377,amusement
10378,neutral
10379,neutral
10380,neutral
10381,neutral
10382,realization
10383,neutral
10384,admiration
10385,approval
10386,optimism
10387,neutral
10388,neutral
10389,caring
10390,neutral
10391,surprise
10392,curiosity
10393,neutral
10394,curiosity
10395,approval
10396,neutral
10397,curiosity
10398,curiosity
10399,neutral
10400,admiration
10401,curiosity
10402,neutral
10403,neutral
10404,approval
10405,neutral
10406,neutral
10407,excitement
10408,neutral
10409,neutral
10410,neutral
10411,optimism
10412,curiosity
10413,approval
10414,fear
10415,neutral
10416,neutral
10417,approval
10418,neutral
10419,neutral
10420,gratitude
10421,neutral
10422,love
10423,realization
10424,neutral
10425,neutral
10426,optimism
10427,neutral
10428,neutral
10429,neutral
10430,neutral
10431,curiosity
10432,neutral
10433,approval
10434,neutral
10435,neutral
10436,neutral
10437,neutral
10438,neutral
10439,neutral
10440,curiosity
10441,neutral
10442,curiosity
10443,curiosity
10444,neutral
10445,disgust
10446,neutral
10447,neutral
10448,neutral
10449,neutral
10450,neutral
10451,approval
10452,neutral
10453,admiration
10454,fear
10455,surprise
10456,excitement
10457,approval
10458,approval
10459,neutral
10460,neutral
10461,neutral
10462,neutral
10463,neutral
10464,excitement
10465,curiosity
10466,approval
10467,admiration
10468,curiosity
10469,curiosity
10470,admiration
10471,curiosity
10472,neutral
10473,curiosity
10474,neutral
10475,approval
10476,gratitude
10477,realization
10478,realization
10479,realization
10480,realization
10481,curiosity
10482,approval
10483,gratitude
10484,neutral
10485,neutral
10486,neutral
10487,neutral
10488,disapproval
10489,neutral
10490,neutral
10491,approval
10492,curiosity
10493,joy
10494,neutral
10495,realization
10496,curiosity
10497,neutral
10498,neutral
10499,realization
10500,neutral
10501,realization
10502,neutral
10503,approval
10504,neutral
10505,curiosity
10506,neutral
10507,admiration
10508,neutral
10509,neutral
10510,amusement
10511,realization
10512,gratitude
10513,curiosity
10514,curiosity
10515,joy
10516,curiosity
10517,surprise
10518,neutral
10519,gratitude
10520,optimism
10521,neutral
10522,curiosity
10523,neutral
10524,neutral
10525,confusion
10526,desire
10527,neutral
10528,neutral
10529,neutral
10530,curiosity
10531,admiration
10532,realization
10533,curiosity
10534,surprise
10535,curiosity
10536,curiosity
10537,admiration
10538,curiosity
10539,neutral
10540,realization
10541,neutral
10542,neutral
10543,neutral
10544,admiration
10545,curiosity
10546,neutral
10547,neutral
10548,realization
10549,neutral
10550,neutral
10551,realization
10552,realization
10553,neutral
10554,approval
10555,anger
10556,neutral
10557,neutral
10558,neutral
10559,admiration
10560,neutral
10561,neutral
10562,neutral
10563,approval
10564,neutral
10565,neutral
10566,curiosity
10567,admiration
10568,neutral
10569,admiration
10570,annoyance
10571,excitement
10572,neutral
10573,curiosity
10574,annoyance
10575,excitement
10576,curiosity
10577,neutral
10578,desire
10579,realization
10580,curiosity
10581,neutral
10582,neutral
10583,neutral
10584,neutral
10585,amusement
10586,realization
10587,admiration
10588,approval
10589,curiosity
10590,excitement
10591,neutral
10592,confusion
10593,approval
10594,admiration
10595,curiosity
10596,neutral
10597,disapproval
10598,neutral
10599,neutral
10600,neutral
10601,neutral
10602,neutral
10603,neutral
10604,approval
10605,neutral
10606,curiosity
10607,neutral
10608,surprise
10609,admiration
10610,neutral
10611,sadness
10612,neutral
10613,approval
10614,realization
10615,realization
10616,realization
10617,realization
10618,realization
10619,realization
10620,realization
10621,realization
10622,realization
10623,realization
10624,realization
10625,neutral
10626,neutral
10627,curiosity
10628,admiration
10629,surprise
10630,surprise
10631,surprise
10632,curiosity
10633,neutral
10634,curiosity
10635,admiration
10636,disapproval
10637,neutral
10638,excitement
10639,neutral
10640,admiration
10641,neutral
10642,admiration
10643,approval
10644,approval
10645,neutral
10646,curiosity
10647,neutral
10648,admiration
10649,excitement
10650,admiration
10651,neutral
10652,curiosity
10653,neutral
10654,approval
10655,neutral
10656,excitement
10657,neutral
10658,surprise
10659,admiration
10660,admiration
10661,neutral
10662,neutral
10663,approval
10664,excitement
10665,love
10666,neutral
10667,joy
10668,desire
10669,neutral
10670,neutral
10671,fear
10672,neutral
10673,neutral
10674,neutral
10675,neutral
10676,curiosity
10677,neutral
10678,curiosity
10679,neutral
10680,neutral
10681,excitement
10682,neutral
10683,neutral
10684,realization
10685,curiosity
10686,curiosity
10687,realization
10688,neutral
10689,neutral
10690,joy
10691,approval
10692,curiosity
10693,neutral
10694,neutral
10695,curiosity
10696,neutral
10697,admiration
10698,curiosity
10699,gratitude
10700,admiration
10701,approval
10702,realization
10703,neutral
10704,curiosity
10705,admiration
10706,admiration
10707,neutral
10708,neutral
10709,caring
10710,neutral
10711,amusement
10712,approval
10713,approval
10714,neutral
10715,neutral
10716,neutral
10717,curiosity
10718,neutral
10719,neutral
10720,neutral
10721,neutral
10722,neutral
10723,curiosity
10724,neutral
10725,admiration
10726,neutral
10727,neutral
10728,neutral
10729,admiration
10730,neutral
10731,neutral
10732,neutral
10733,realization
10734,excitement
10735,realization
10736,approval
10737,neutral
10738,admiration
10739,admiration
10740,realization
10741,neutral
10742,curiosity
10743,surprise
10744,neutral
10745,neutral
10746,admiration
10747,neutral
10748,caring
10749,realization
10750,realization
10751,neutral
10752,realization
10753,confusion
10754,neutral
10755,joy
10756,disappointment
10757,neutral
10758,neutral
10759,neutral
10760,neutral
10761,approval
10762,gratitude
10763,neutral
10764,realization
10765,neutral
10766,neutral
10767,annoyance
10768,neutral
10769,admiration
10770,neutral
10771,anger
10772,neutral
10773,approval
10774,neutral
10775,realization
10776,approval
10777,admiration
10778,admiration
10779,neutral
10780,admiration
10781,neutral
10782,gratitude
10783,desire
10784,excitement
10785,approval
10786,neutral
10787,neutral
10788,gratitude
10789,neutral
10790,neutral
10791,gratitude
10792,neutral
10793,love
10794,admiration
10795,fear
10796,amusement
10797,curiosity
10798,disapproval
10799,sadness
10800,neutral
10801,joy
10802,approval
10803,admiration
10804,neutral
10805,neutral
10806,neutral
10807,sadness
10808,disappointment
10809,admiration
10810,neutral
10811,neutral
10812,joy
10813,curiosity
10814,love
10815,neutral
10816,admiration
10817,excitement
10818,realization
10819,realization
10820,joy
10821,admiration
10822,admiration
10823,neutral
10824,admiration
10825,gratitude
10826,neutral
10827,neutral
10828,caring
10829,excitement
10830,neutral
10831,approval
10832,curiosity
10833,neutral
10834,admiration
10835,surprise
10836,curiosity
10837,curiosity
10838,curiosity
10839,neutral
10840,neutral
10841,neutral
10842,approval
10843,neutral
10844,neutral
10845,excitement
10846,desire
10847,admiration
10848,curiosity
10849,curiosity
10850,realization
10851,admiration
10852,approval
10853,neutral
10854,realization
10855,joy
10856,neutral
10857,anger
10858,realization
10859,gratitude
10860,neutral
10861,neutral
10862,neutral
10863,realization
10864,caring
10865,neutral
10866,neutral
10867,fear
10868,neutral
10869,disapproval
10870,approval
10871,neutral
10872,surprise
10873,approval
10874,neutral
10875,admiration
10876,confusion
10877,neutral
10878,neutral
10879,gratitude
10880,approval
10881,neutral
10882,disapproval
10883,curiosity
10884,caring
10885,curiosity
10886,curiosity
10887,neutral
10888,approval
10889,approval
10890,nervousness
10891,neutral
10892,neutral
10893,realization
10894,approval
10895,approval
10896,neutral
10897,neutral
10898,neutral
10899,realization
10900,annoyance
10901,neutral
10902,neutral
10903,admiration
10904,curiosity
10905,neutral
10906,curiosity
10907,neutral
10908,disapproval
10909,joy
10910,neutral
10911,disgust
10912,neutral
10913,admiration
10914,annoyance
10915,approval
10916,neutral
10917,neutral
10918,admiration
10919,realization
10920,curiosity
10921,neutral
10922,neutral
10923,admiration
10924,neutral
10925,neutral
10926,joy
10927,neutral
10928,admiration
10929,curiosity
10930,neutral
10931,admiration
10932,neutral
10933,approval
10934,neutral
10935,optimism
10936,excitement
10937,approval
10938,curiosity
10939,realization
10940,realization
10941,approval
10942,neutral
10943,neutral
10944,surprise
10945,neutral
10946,neutral
10947,realization
10948,approval
10949,curiosity
10950,neutral
10951,neutral
10952,curiosity
10953,realization
10954,realization
10955,curiosity
10956,realization
10957,approval
10958,neutral
10959,neutral
10960,approval
10961,curiosity
10962,admiration
10963,neutral
10964,joy
10965,neutral
10966,approval
10967,neutral
10968,neutral
10969,neutral
10970,neutral
10971,neutral
10972,realization
10973,realization
10974,excitement
10975,neutral
10976,confusion
10977,neutral
10978,joy
10979,excitement
10980,neutral
10981,neutral
10982,neutral
10983,neutral
10984,desire
10985,joy
10986,neutral
10987,curiosity
10988,neutral
10989,approval
10990,approval
10991,disappointment
10992,realization
10993,admiration
10994,neutral
10995,joy
10996,surprise
10997,gratitude
10998,joy
10999,admiration
11000,curiosity
11001,admiration
11002,neutral
11003,optimism
11004,annoyance
11005,admiration
11006,neutral
11007,surprise
11008,neutral
11009,excitement
11010,neutral
11011,neutral
11012,neutral
11013,approval
11014,approval
11015,neutral
11016,surprise
11017,neutral
11018,admiration
11019,approval
11020,curiosity
11021,neutral
11022,approval
11023,realization
11024,admiration
11025,joy
11026,neutral
11027,disapproval
11028,admiration
11029,neutral
11030,neutral
11031,realization
11032,neutral
11033,neutral
11034,approval
11035,neutral
11036,approval
11037,neutral
11038,confusion
11039,curiosity
11040,neutral
11041,neutral
11042,neutral
11043,curiosity
11044,approval
11045,neutral
11046,approval
11047,approval
11048,neutral
11049,approval
11050,realization
11051,curiosity
11052,approval
11053,curiosity
11054,realization
11055,realization
11056,admiration
11057,neutral
11058,neutral
11059,curiosity
11060,approval
11061,neutral
11062,disappointment
11063,gratitude
11064,optimism
11065,disapproval
11066,annoyance
11067,neutral
11068,admiration
11069,neutral
11070,neutral
11071,confusion
11072,neutral
11073,approval
11074,disapproval
11075,caring
11076,approval
11077,gratitude
11078,neutral
11079,neutral
11080,neutral
11081,neutral
11082,approval
11083,realization
11084,neutral
11085,approval
11086,neutral
11087,gratitude
11088,caring
11089,realization
11090,neutral
11091,approval
11092,neutral
11093,neutral
11094,neutral
11095,gratitude
11096,neutral
11097,neutral
11098,admiration
11099,curiosity
11100,curiosity
11101,optimism
11102,neutral
11103,caring
11104,surprise
11105,approval
11106,neutral
11107,admiration
11108,excitement
11109,approval
11110,approval
11111,excitement
11112,curiosity
11113,realization
11114,curiosity
11115,neutral
11116,amusement
11117,admiration
11118,approval
11119,neutral
11120,love
11121,realization
11122,curiosity
11123,admiration
11124,neutral
11125,excitement
11126,neutral
11127,caring
11128,approval
11129,neutral
11130,excitement
11131,neutral
11132,neutral
11133,disappointment
11134,neutral
11135,approval
11136,fear
11137,surprise
11138,neutral
11139,neutral
11140,curiosity
11141,curiosity
11142,surprise
11143,realization
11144,neutral
11145,neutral
11146,annoyance
11147,love
11148,neutral
11149,realization
11150,neutral
11151,realization
11152,curiosity
11153,realization
11154,excitement
11155,approval
11156,optimism
11157,neutral
11158,neutral
11159,admiration
11160,neutral
11161,caring
11162,neutral
11163,neutral
11164,neutral
11165,neutral
11166,neutral
11167,neutral
11168,neutral
11169,neutral
11170,approval
11171,neutral
11172,admiration
11173,neutral
11174,amusement
11175,neutral
11176,neutral
11177,neutral
11178,neutral
11179,realization
11180,neutral
11181,approval
11182,approval
11183,love
11184,curiosity
11185,curiosity
11186,neutral
11187,neutral
11188,neutral
11189,excitement
11190,admiration
11191,curiosity
11192,curiosity
11193,confusion
11194,amusement
11195,neutral
11196,neutral
11197,realization
11198,neutral
11199,neutral
11200,neutral
11201,neutral
11202,neutral
11203,neutral
11204,approval
11205,realization
11206,neutral
11207,neutral
11208,admiration
11209,neutral
11210,curiosity
11211,curiosity
11212,admiration
11213,gratitude
11214,joy
11215,admiration
11216,neutral
11217,admiration
11218,approval
11219,neutral
11220,disapproval
11221,neutral
11222,neutral
11223,neutral
11224,neutral
11225,approval
11226,disappointment
11227,curiosity
11228,curiosity
11229,curiosity
11230,approval
11231,neutral
11232,neutral
11233,curiosity
11234,surprise
11235,neutral
11236,confusion
11237,approval
11238,caring
11239,neutral
11240,curiosity
11241,curiosity
11242,approval
11243,neutral
11244,curiosity
11245,neutral
11246,neutral
11247,neutral
11248,optimism
11249,approval
11250,neutral
11251,admiration
11252,admiration
11253,curiosity
11254,neutral
11255,neutral
11256,neutral
11257,neutral
11258,neutral
11259,realization
11260,realization
11261,admiration
11262,optimism
11263,optimism
11264,neutral
11265,approval
11266,gratitude
11267,neutral
11268,amusement
11269,curiosity
11270,curiosity
11271,amusement
11272,amusement
11273,curiosity
11274,gratitude
11275,neutral
11276,gratitude
11277,curiosity
11278,neutral
11279,neutral
11280,neutral
11281,joy
11282,neutral
11283,neutral
11284,amusement
11285,approval
11286,amusement
11287,excitement
11288,admiration
11289,neutral
11290,approval
11291,neutral
11292,curiosity
11293,gratitude
11294,caring
11295,admiration
11296,neutral
11297,approval
11298,curiosity
11299,annoyance
11300,love
11301,love
11302,optimism
11303,approval
11304,amusement
11305,realization
11306,neutral
11307,admiration
11308,realization
11309,gratitude
11310,embarrassment
11311,curiosity
11312,approval
11313,amusement
11314,neutral
11315,realization
11316,approval
11317,neutral
11318,neutral
11319,neutral
11320,neutral
11321,approval
11322,admiration
11323,neutral
11324,realization
11325,approval
11326,approval
11327,neutral
11328,realization
11329,surprise
11330,realization
11331,realization
11332,gratitude
11333,neutral
11334,neutral
11335,neutral
11336,neutral
11337,gratitude
11338,curiosity
11339,disgust
11340,neutral
11341,admiration
11342,curiosity
11343,neutral
11344,gratitude
11345,amusement
11346,curiosity
11347,neutral
11348,realization
11349,neutral
11350,approval
11351,realization
11352,curiosity
11353,admiration
11354,neutral
11355,realization
11356,admiration
11357,neutral
11358,admiration
11359,realization
11360,admiration
11361,realization
11362,approval
11363,approval
11364,neutral
11365,curiosity
11366,neutral
11367,neutral
11368,admiration
11369,amusement
11370,curiosity
11371,excitement
11372,curiosity
11373,surprise
11374,realization
11375,approval
11376,approval
11377,admiration
11378,fear
11379,neutral
11380,approval
11381,curiosity
11382,gratitude
11383,approval
11384,neutral
11385,neutral
11386,admiration
11387,realization
11388,surprise
11389,neutral
11390,admiration
11391,admiration
11392,neutral
11393,confusion
11394,disapproval
11395,curiosity
11396,realization
11397,curiosity
11398,neutral
11399,realization
11400,neutral
11401,neutral
11402,approval
11403,realization
11404,desire
11405,surprise
11406,neutral
11407,realization
11408,approval
11409,admiration
11410,annoyance
11411,excitement
11412,approval
11413,admiration
11414,approval
11415,optimism
11416,approval
11417,realization
11418,curiosity
11419,neutral
11420,neutral
11421,gratitude
11422,neutral
11423,approval
11424,neutral
11425,disgust
11426,neutral
11427,disapproval
11428,neutral
11429,love
11430,neutral
11431,neutral
11432,neutral
11433,joy
11434,neutral
11435,curiosity
11436,pride
11437,curiosity
11438,realization
11439,neutral
11440,neutral
11441,curiosity
11442,neutral
11443,neutral
11444,neutral
11445,approval
11446,admiration
11447,neutral
11448,neutral
11449,realization
11450,neutral
11451,neutral
11452,admiration
11453,neutral
11454,fear
11455,admiration
11456,neutral
11457,neutral
11458,disappointment
11459,realization
11460,neutral
11461,neutral
11462,admiration
11463,neutral
11464,curiosity
11465,neutral
11466,curiosity
11467,surprise
11468,neutral
11469,curiosity
11470,neutral
11471,excitement
11472,confusion
11473,joy
11474,neutral
11475,neutral
11476,neutral
11477,amusement
11478,realization
11479,curiosity
11480,excitement
11481,desire
11482,realization
11483,embarrassment
11484,neutral
11485,neutral
11486,neutral
11487,neutral
11488,neutral
11489,love
11490,neutral
11491,neutral
11492,curiosity
11493,approval
11494,neutral
11495,love
11496,admiration
11497,curiosity
11498,neutral
11499,approval
11500,neutral
11501,neutral
11502,neutral
11503,neutral
11504,neutral
11505,neutral
11506,curiosity
11507,neutral
11508,excitement
11509,desire
11510,curiosity
11511,neutral
11512,admiration
11513,approval
11514,realization
11515,annoyance
11516,approval
11517,neutral
11518,approval
11519,neutral
11520,neutral
11521,caring
11522,curiosity
11523,neutral
11524,approval
11525,neutral
11526,realization
11527,neutral
11528,optimism
11529,confusion
11530,neutral
11531,disapproval
11532,neutral
11533,neutral
11534,neutral
11535,neutral
11536,admiration
11537,gratitude
11538,fear
11539,neutral
11540,admiration
11541,neutral
11542,neutral
11543,neutral
11544,excitement
11545,admiration
11546,surprise
11547,caring
11548,neutral
11549,approval
11550,confusion
11551,admiration
11552,approval
11553,neutral
11554,realization
11555,neutral
11556,neutral
11557,approval
11558,neutral
11559,neutral
11560,neutral
11561,realization
11562,realization
11563,amusement
11564,neutral
11565,love
11566,caring
11567,neutral
11568,curiosity
11569,neutral
11570,admiration
11571,approval
11572,neutral
11573,approval
11574,approval
11575,neutral
11576,neutral
11577,neutral
11578,realization
11579,neutral
11580,neutral
11581,neutral
11582,neutral
11583,neutral
11584,approval
11585,admiration
11586,nervousness
11587,neutral
11588,neutral
11589,neutral
11590,neutral
11591,curiosity
11592,neutral
11593,confusion
11594,neutral
11595,approval
11596,curiosity
11597,realization
11598,admiration
11599,neutral
11600,optimism
11601,curiosity
11602,neutral
11603,approval
11604,curiosity
11605,confusion
11606,realization
11607,confusion
11608,curiosity
11609,approval
11610,realization
11611,neutral
11612,neutral
11613,neutral
11614,neutral
11615,neutral
11616,neutral
11617,curiosity
11618,fear
11619,neutral
11620,neutral
11621,neutral
11622,curiosity
11623,neutral
11624,approval
11625,amusement
11626,neutral
11627,love
11628,neutral
11629,approval
11630,neutral
11631,approval
11632,curiosity
11633,neutral
11634,neutral
11635,neutral
11636,confusion
11637,neutral
11638,curiosity
11639,desire
11640,amusement
11641,neutral
11642,realization
11643,neutral
11644,desire
11645,neutral
11646,admiration
11647,joy
11648,neutral
11649,neutral
11650,neutral
11651,realization
11652,neutral
11653,neutral
11654,neutral
11655,approval
11656,approval
11657,neutral
11658,disapproval
11659,neutral
11660,approval
11661,approval
11662,neutral
11663,excitement
11664,approval
11665,neutral
11666,approval
11667,approval
11668,annoyance
11669,approval
11670,curiosity
11671,neutral
11672,neutral
11673,neutral
11674,neutral
11675,neutral
11676,curiosity
11677,neutral
11678,curiosity
11679,neutral
11680,neutral
11681,admiration
